customer_id,customer_segment,registration_date,total_spent,avg_order_value,total_orders,first_purchase,last_purchase,customer_lifetime_days,recency_days,spending_tier,order_frequency_tier
CUST_02091,Budget,2022-02-09,5764.25,720.53125,8,2022-06-29,2024-06-25,727,68,Premium,Infrequent
CUST_02092,Regular,2022-08-07,7074.08,589.5066666666667,12,2022-01-22,2024-02-20,759,194,Premium,Regular
CUST_02093,Regular,2022-11-29,3616.72,452.09,8,2022-03-11,2023-12-16,645,260,High,Infrequent
CUST_02094,Budget,2022-11-28,2016.4099999999999,155.10846153846154,13,2022-02-11,2024-07-22,892,41,Medium,Frequent
CUST_02095,Regular,2022-07-30,7075.04,471.6693333333333,15,2022-02-23,2024-08-28,917,4,Premium,Frequent
CUST_02096,Regular,2022-09-06,7963.08,568.7914285714286,14,2022-01-14,2024-07-20,918,43,Premium,Frequent
CUST_02097,Budget,2022-01-18,8663.94,509.64352941176475,17,2022-05-15,2024-02-18,644,196,Premium,Frequent
CUST_02098,Premium,2022-10-22,4976.28,829.38,6,2022-04-02,2024-08-26,877,6,High,Infrequent
CUST_02099,Regular,2022-12-11,3915.27,355.93363636363637,11,2022-04-19,2024-06-06,779,87,High,Regular
CUST_02100,Regular,2022-12-31,939.34,93.934,10,2022-04-25,2024-01-22,637,223,Low,Occasional
CUST_02101,Budget,2022-08-17,4969.71,414.1425,12,2022-04-29,2024-08-11,835,21,High,Regular
CUST_02102,Regular,2022-03-18,4092.26,255.76625,16,2022-04-03,2024-04-10,738,144,High,Frequent
CUST_02103,Regular,2022-12-12,5773.84,641.5377777777778,9,2022-07-25,2024-08-17,754,15,Premium,Occasional
CUST_02104,Budget,2022-11-06,2894.39,289.43899999999996,10,2022-08-16,2024-07-05,689,58,Medium,Occasional
CUST_02105,Regular,2022-02-08,1762.76,160.2509090909091,11,2022-01-06,2024-06-30,906,63,Low,Regular
CUST_02106,Budget,2022-11-29,4474.21,279.638125,16,2022-01-11,2024-08-26,958,6,High,Frequent
CUST_02107,Regular,2022-07-10,5309.29,331.830625,16,2022-01-25,2024-07-12,899,51,High,Frequent
CUST_02108,Regular,2022-08-08,8936.79,558.549375,16,2022-04-27,2024-08-19,845,13,Premium,Frequent
CUST_02109,Premium,2022-05-11,7756.179999999999,646.3483333333332,12,2022-03-12,2024-07-29,870,34,Premium,Regular
CUST_02110,Premium,2022-08-14,7162.07,511.57642857142855,14,2022-01-02,2024-07-12,922,51,Premium,Frequent
CUST_02111,Budget,2022-04-06,4912.99,614.12375,8,2022-11-03,2024-07-25,630,38,High,Infrequent
CUST_02112,Budget,2022-07-19,1960.05,217.78333333333333,9,2022-01-22,2024-08-26,947,6,Low,Occasional
CUST_02113,Regular,2022-11-14,4759.01,396.5841666666667,12,2022-01-23,2024-06-10,869,83,High,Regular
CUST_02114,Premium,2022-07-25,4383.43,365.28583333333336,12,2022-04-04,2024-07-25,843,38,High,Regular
CUST_02115,Regular,2022-09-13,3311.31,413.91375,8,2022-01-22,2023-11-28,675,278,High,Infrequent
CUST_02116,Premium,2022-06-26,5187.1,518.71,10,2022-03-13,2024-08-22,893,10,High,Occasional
CUST_02117,Budget,2022-12-15,2759.2799999999997,306.58666666666664,9,2022-09-10,2024-07-22,681,41,Medium,Occasional
CUST_02118,Budget,2022-07-09,1224.99,122.499,10,2022-06-02,2023-11-28,544,278,Low,Occasional
CUST_02119,Budget,2022-05-07,2168.0,197.0909090909091,11,2022-04-14,2024-08-27,866,5,Medium,Regular
CUST_02120,Regular,2022-09-11,2868.5199999999995,318.7244444444444,9,2022-04-23,2024-08-11,841,21,Medium,Occasional
CUST_02121,Regular,2022-03-25,2078.94,519.735,4,2022-02-10,2024-01-30,719,215,Medium,Infrequent
CUST_02122,Regular,2022-01-13,4873.24,443.02181818181816,11,2022-01-28,2024-04-06,799,148,High,Regular
CUST_02123,Regular,2022-04-24,4632.13,421.1027272727273,11,2022-01-24,2024-08-28,947,4,High,Regular
CUST_02124,Premium,2022-07-24,3802.06,475.2575,8,2022-03-26,2024-03-12,717,173,High,Infrequent
CUST_02125,Regular,2022-09-30,976.8499999999999,108.53888888888888,9,2022-04-06,2024-08-20,867,12,Low,Occasional
CUST_02126,Regular,2022-11-24,1642.52,182.50222222222223,9,2022-06-24,2024-08-08,776,24,Low,Occasional
CUST_02127,Budget,2022-04-19,4818.54,401.545,12,2022-04-22,2024-07-12,812,51,High,Regular
CUST_02128,Budget,2022-11-24,2545.27,195.79,13,2022-01-22,2024-07-01,891,62,Medium,Frequent
CUST_02129,Regular,2022-04-21,2179.62,242.17999999999998,9,2022-04-20,2024-05-09,750,115,Medium,Occasional
CUST_02130,Budget,2022-08-17,2886.36,262.3963636363637,11,2022-02-15,2024-06-10,846,83,Medium,Regular
CUST_02131,Regular,2022-07-08,6438.9400000000005,1073.1566666666668,6,2022-01-14,2023-10-03,627,334,Premium,Infrequent
CUST_02132,Premium,2022-01-02,5555.95,617.3277777777778,9,2022-03-22,2024-07-02,833,61,Premium,Occasional
CUST_02133,Budget,2022-10-13,1755.97,250.85285714285715,7,2022-01-10,2024-02-27,778,187,Low,Infrequent
CUST_02134,Budget,2022-04-06,744.92,186.23,4,2022-02-17,2024-05-23,826,101,Low,Infrequent
CUST_02135,Regular,2022-08-26,2152.55,358.7583333333334,6,2022-04-05,2024-03-31,726,154,Medium,Infrequent
CUST_02136,Budget,2022-09-26,7251.83,659.2572727272727,11,2022-02-19,2024-07-13,875,50,Premium,Regular
CUST_02137,Regular,2022-04-04,6495.86,541.3216666666666,12,2022-01-06,2024-08-25,962,7,Premium,Regular
CUST_02138,Regular,2022-02-24,1276.98,182.4257142857143,7,2022-06-01,2024-07-16,776,47,Low,Infrequent
CUST_02139,Regular,2022-04-26,520.78,173.59333333333333,3,2022-10-21,2024-07-22,640,41,Low,Infrequent
CUST_02140,Regular,2022-06-29,1528.22,169.8022222222222,9,2022-04-24,2024-08-02,831,30,Low,Occasional
CUST_02141,Regular,2022-02-22,7209.22,801.0244444444445,9,2022-09-21,2024-08-13,692,19,Premium,Occasional
CUST_02142,Premium,2022-06-29,7083.86,1416.772,5,2022-01-20,2023-10-18,636,319,Premium,Infrequent
CUST_02143,Regular,2022-11-09,3408.88,486.98285714285714,7,2022-06-13,2024-05-09,696,115,High,Infrequent
CUST_02144,Regular,2022-07-01,4222.59,422.259,10,2022-03-02,2024-07-22,873,41,High,Occasional
CUST_02145,Budget,2022-02-13,2783.16,231.92999999999998,12,2022-02-18,2024-08-24,918,8,Medium,Regular
CUST_02146,Premium,2022-04-08,11661.99,1060.1809090909092,11,2022-03-28,2024-04-13,747,141,Premium,Regular
CUST_02147,Regular,2022-10-15,3125.4300000000003,260.45250000000004,12,2022-08-13,2023-11-19,463,287,Medium,Regular
CUST_02148,Premium,2022-08-25,7504.98,938.1225,8,2022-06-28,2024-07-20,753,43,Premium,Infrequent
CUST_02149,Premium,2022-03-13,2629.81,438.3016666666667,6,2022-02-25,2023-06-22,482,437,Medium,Infrequent
CUST_02150,Budget,2022-09-25,2224.24,202.20363636363635,11,2022-01-10,2024-07-14,916,49,Medium,Regular
CUST_02151,Regular,2022-08-20,5076.6,507.66,10,2022-04-07,2024-02-23,687,191,High,Occasional
CUST_02152,Premium,2022-05-19,5793.25,579.325,10,2022-07-02,2024-01-05,552,240,Premium,Occasional
CUST_02153,Regular,2022-12-17,1766.9099999999999,252.41571428571427,7,2022-02-13,2024-06-11,849,82,Low,Infrequent
CUST_02154,Budget,2022-08-09,1472.6799999999998,122.72333333333331,12,2022-06-23,2024-01-26,582,219,Low,Regular
CUST_02155,Budget,2022-02-25,2032.32,203.232,10,2022-01-23,2024-01-11,718,234,Medium,Occasional
CUST_02156,Regular,2022-04-12,4373.31,728.8850000000001,6,2022-07-12,2024-06-27,716,66,High,Infrequent
CUST_02157,Premium,2022-07-11,4089.8900000000003,681.6483333333334,6,2022-02-13,2024-04-09,786,145,High,Infrequent
CUST_02158,Regular,2022-07-19,4852.02,606.5025,8,2022-01-16,2022-12-22,340,619,High,Infrequent
CUST_02159,Budget,2022-08-15,1116.78,186.13,6,2022-07-14,2024-06-26,713,67,Low,Infrequent
CUST_02160,Regular,2022-12-10,2545.26,254.526,10,2022-03-27,2024-07-10,836,53,Medium,Occasional
CUST_02161,Premium,2022-04-25,5174.92,739.2742857142857,7,2022-03-31,2024-02-23,694,191,High,Infrequent
CUST_02162,Regular,2022-04-14,7105.49,710.549,10,2022-03-31,2024-07-29,851,34,Premium,Occasional
CUST_02163,Budget,2022-06-05,4017.44,211.4442105263158,19,2022-01-05,2024-07-03,910,60,High,Frequent
CUST_02164,Regular,2022-01-06,6867.6900000000005,490.54928571428576,14,2022-03-08,2024-04-03,757,151,Premium,Frequent
CUST_02165,Regular,2022-01-28,1070.43,133.80375,8,2022-05-27,2024-03-21,664,164,Low,Infrequent
CUST_02166,Budget,2022-04-29,2947.69,226.7453846153846,13,2022-03-02,2024-08-18,900,14,Medium,Frequent
CUST_02167,Regular,2022-09-01,1852.78,168.43454545454546,11,2022-06-01,2024-07-05,765,58,Low,Regular
CUST_02168,Budget,2022-08-06,1832.43,203.60333333333335,9,2022-02-17,2024-04-19,792,135,Low,Occasional
CUST_02169,Budget,2022-06-13,982.7,140.3857142857143,7,2022-05-09,2024-08-16,830,16,Low,Infrequent
CUST_02170,Budget,2022-11-04,1983.49,132.23266666666666,15,2022-02-02,2024-04-28,816,126,Low,Frequent
CUST_02171,Regular,2022-04-15,1421.11,284.222,5,2022-06-16,2024-08-03,779,29,Low,Infrequent
CUST_02172,Regular,2022-07-07,4299.8099999999995,537.4762499999999,8,2022-10-22,2024-03-06,501,179,High,Infrequent
CUST_02173,Budget,2022-07-05,3349.21,239.2292857142857,14,2022-01-26,2024-06-23,879,70,High,Frequent
CUST_02174,Regular,2022-08-26,515.3199999999999,73.61714285714285,7,2022-03-17,2024-04-22,767,132,Low,Infrequent
CUST_02175,Premium,2022-10-11,1005.92,111.76888888888888,9,2022-01-19,2024-02-19,761,195,Low,Occasional
CUST_02176,Regular,2022-07-29,1816.19,259.4557142857143,7,2022-02-25,2024-03-06,740,179,Low,Infrequent
CUST_02177,Budget,2022-04-07,3123.67,390.45875,8,2022-08-31,2024-08-06,706,26,Medium,Infrequent
CUST_02178,Budget,2022-07-27,1885.42,314.2366666666667,6,2022-03-29,2024-03-25,727,160,Low,Infrequent
CUST_02179,Regular,2022-05-17,2004.85,182.2590909090909,11,2022-07-18,2024-06-05,688,88,Low,Regular
CUST_02180,Regular,2022-07-03,2063.25,257.90625,8,2022-03-19,2023-07-29,497,400,Medium,Infrequent
CUST_02181,Regular,2022-05-22,6780.820000000001,452.0546666666667,15,2022-04-07,2024-08-27,873,5,Premium,Frequent
CUST_02182,Regular,2022-10-17,1608.7099999999998,268.1183333333333,6,2022-09-09,2023-11-26,443,280,Low,Infrequent
CUST_02183,Premium,2022-04-28,9412.24,724.0184615384616,13,2022-02-18,2024-08-29,923,3,Premium,Frequent
CUST_02184,Regular,2022-10-09,2056.47,228.49666666666664,9,2022-03-09,2024-03-30,752,155,Medium,Occasional
CUST_02185,Regular,2022-12-26,6461.91,461.565,14,2022-04-10,2024-08-22,865,10,Premium,Frequent
CUST_02186,Regular,2022-11-19,4424.929999999999,442.49299999999994,10,2022-03-25,2024-06-30,828,63,High,Occasional
CUST_02187,Regular,2022-07-14,4319.54,719.9233333333333,6,2022-03-03,2024-02-08,707,206,High,Infrequent
CUST_02188,Budget,2022-04-23,2629.3,202.25384615384615,13,2022-03-08,2024-07-18,863,45,Medium,Frequent
CUST_02189,Premium,2022-04-15,8216.89,1027.11125,8,2022-06-15,2024-03-01,625,184,Premium,Infrequent
CUST_02190,Regular,2022-10-09,5240.65,655.08125,8,2022-01-28,2024-01-19,721,226,High,Infrequent
CUST_02191,Budget,2022-12-17,3310.71,206.919375,16,2022-01-12,2024-07-26,926,37,High,Frequent
CUST_02192,Regular,2022-05-20,1769.69,221.21125,8,2022-03-06,2024-01-30,695,215,Low,Infrequent
CUST_02193,Budget,2022-03-28,2620.55,262.055,10,2022-06-28,2024-06-17,720,76,Medium,Occasional
CUST_02194,Regular,2022-05-09,3155.65,315.565,10,2022-01-02,2024-08-16,957,16,Medium,Occasional
CUST_02195,Regular,2022-03-07,2655.61,265.56100000000004,10,2022-09-27,2024-07-08,650,55,Medium,Occasional
CUST_02196,Premium,2022-05-29,13263.12,1205.7381818181818,11,2022-01-05,2024-07-22,929,41,Premium,Regular
CUST_02197,Regular,2022-04-26,3705.75,336.8863636363636,11,2022-01-02,2024-07-30,940,33,High,Regular
CUST_02198,Premium,2022-10-21,4242.16,530.27,8,2022-06-08,2024-07-27,780,36,High,Infrequent
CUST_02199,Regular,2022-09-07,5713.66,476.1383333333333,12,2022-01-06,2024-08-18,955,14,Premium,Regular
CUST_02200,Premium,2022-10-29,9930.84,827.57,12,2022-04-27,2024-01-14,627,231,Premium,Regular
CUST_02201,Regular,2022-03-11,2606.41,325.80125,8,2022-06-26,2024-07-21,756,42,Medium,Infrequent
CUST_02202,Budget,2022-04-22,2075.04,172.92,12,2022-03-25,2024-07-17,845,46,Medium,Regular
CUST_02203,Regular,2022-04-01,1478.04,184.755,8,2022-02-11,2024-07-12,882,51,Low,Infrequent
CUST_02204,Budget,2022-08-15,2415.65,345.09285714285716,7,2022-08-01,2024-08-17,747,15,Medium,Infrequent
CUST_02205,Regular,2022-05-31,2469.07,246.907,10,2022-03-10,2024-08-18,892,14,Medium,Occasional
CUST_02206,Regular,2022-02-09,3544.52,236.30133333333333,15,2022-01-05,2024-07-13,920,50,High,Frequent
CUST_02207,Regular,2022-12-11,2469.81,246.981,10,2022-01-26,2024-07-12,898,51,Medium,Occasional
CUST_02208,Budget,2022-07-19,4742.76,526.9733333333334,9,2022-02-22,2024-08-12,902,20,High,Occasional
CUST_02209,Budget,2022-03-02,1654.17,206.77125,8,2022-04-14,2024-06-24,802,69,Low,Infrequent
CUST_02210,Budget,2022-08-25,1632.27,233.18142857142857,7,2022-02-11,2024-04-13,792,141,Low,Infrequent
CUST_02211,Premium,2022-02-06,7384.51,527.465,14,2022-03-19,2024-05-24,797,100,Premium,Frequent
CUST_02212,Premium,2022-08-25,4836.53,690.9328571428571,7,2022-09-27,2024-07-07,649,56,High,Infrequent
CUST_02213,Regular,2022-07-16,2145.45,238.38333333333333,9,2022-01-05,2024-08-19,957,13,Medium,Occasional
CUST_02214,Premium,2022-08-28,8961.43,896.143,10,2023-01-13,2024-06-03,507,90,Premium,Occasional
CUST_02215,Budget,2022-12-26,1343.51,268.702,5,2022-09-11,2024-03-29,565,156,Low,Infrequent
CUST_02216,Premium,2022-01-30,7180.7699999999995,718.077,10,2022-01-03,2024-08-07,947,25,Premium,Occasional
CUST_02217,Budget,2022-04-18,3082.7999999999997,308.28,10,2022-02-19,2024-07-31,893,32,Medium,Occasional
CUST_02218,Premium,2022-03-31,6322.26,574.7509090909091,11,2022-02-22,2024-04-13,781,141,Premium,Regular
CUST_02219,Budget,2022-08-08,1555.45,194.43125,8,2022-04-28,2023-10-26,546,311,Low,Infrequent
CUST_02220,Budget,2022-04-13,2053.03,256.62875,8,2022-08-25,2024-08-10,716,22,Medium,Infrequent
CUST_02221,Budget,2022-07-03,5627.8099999999995,625.3122222222222,9,2022-03-02,2024-05-24,814,100,Premium,Occasional
CUST_02222,Regular,2022-09-04,1272.8999999999999,141.4333333333333,9,2022-01-16,2024-07-21,917,42,Low,Occasional
CUST_02223,Premium,2022-12-11,2830.58,353.8225,8,2022-05-03,2024-07-16,805,47,Medium,Infrequent
CUST_02224,Regular,2022-10-05,3097.75,344.19444444444446,9,2022-02-15,2024-08-09,906,23,Medium,Occasional
CUST_02225,Regular,2022-04-21,7115.56,592.9633333333334,12,2022-01-20,2024-01-22,732,223,Premium,Regular
CUST_02226,Regular,2022-09-06,10657.76,761.2685714285715,14,2022-02-16,2024-07-16,881,47,Premium,Frequent
CUST_02227,Regular,2022-07-01,6980.83,634.6209090909091,11,2022-01-28,2024-07-23,907,40,Premium,Regular
CUST_02228,Budget,2022-12-01,2540.7299999999996,282.3033333333333,9,2022-12-28,2024-08-11,592,21,Medium,Occasional
CUST_02229,Budget,2022-06-15,1162.04,129.11555555555555,9,2022-06-18,2024-08-24,798,8,Low,Occasional
CUST_02230,Budget,2022-07-27,1477.9299999999998,184.74124999999998,8,2022-04-13,2024-08-01,841,31,Low,Infrequent
CUST_02231,Regular,2022-06-24,3107.52,388.44,8,2022-08-19,2023-12-05,473,271,Medium,Infrequent
CUST_02232,Premium,2022-03-31,8154.889999999999,1359.1483333333333,6,2022-01-06,2024-05-10,855,114,Premium,Infrequent
CUST_02233,Premium,2022-06-15,3144.8199999999997,449.25999999999993,7,2022-03-29,2024-08-20,875,12,Medium,Infrequent
CUST_02234,Regular,2022-03-19,2686.26,268.62600000000003,10,2022-02-07,2024-05-02,815,122,Medium,Occasional
CUST_02235,Budget,2022-06-12,4662.17,310.8113333333333,15,2022-01-19,2024-07-10,903,53,High,Frequent
CUST_02236,Regular,2022-08-27,2056.91,171.40916666666666,12,2022-05-07,2024-07-18,803,45,Medium,Regular
CUST_02237,Premium,2022-05-23,14191.69,788.4272222222222,18,2022-03-22,2024-07-21,852,42,Premium,Frequent
CUST_02238,Budget,2022-10-10,7433.950000000001,619.4958333333334,12,2022-10-08,2024-05-22,592,102,Premium,Regular
CUST_02239,Budget,2022-09-02,3236.57,248.96692307692308,13,2022-01-17,2024-08-24,950,8,Medium,Frequent
CUST_02240,Regular,2022-03-01,1634.6599999999999,204.33249999999998,8,2023-01-29,2024-05-06,463,118,Low,Infrequent
CUST_02241,Premium,2022-02-27,5340.41,534.0409999999999,10,2022-01-23,2024-08-13,933,19,Premium,Occasional
CUST_02242,Regular,2022-08-05,5659.4,628.8222222222222,9,2022-04-18,2023-11-13,574,293,Premium,Occasional
CUST_02243,Regular,2022-10-30,2550.01,196.1546153846154,13,2022-01-30,2024-08-09,922,23,Medium,Frequent
CUST_02244,Regular,2022-01-20,4890.0199999999995,489.00199999999995,10,2022-01-29,2024-05-21,843,103,High,Occasional
CUST_02245,Regular,2022-02-28,4454.53,318.18071428571426,14,2022-01-24,2024-07-01,889,62,High,Frequent
CUST_02246,Regular,2022-05-26,2723.23,272.323,10,2022-04-11,2024-08-24,866,8,Medium,Occasional
CUST_02247,Regular,2022-09-06,8430.71,766.4281818181818,11,2022-05-28,2024-05-29,732,95,Premium,Regular
CUST_02248,Budget,2022-01-13,6836.349999999999,759.5944444444444,9,2022-09-24,2024-05-19,603,105,Premium,Occasional
CUST_02249,Regular,2022-02-13,4920.56,378.5046153846154,13,2022-03-08,2024-04-21,775,133,High,Frequent
CUST_02250,Premium,2022-01-19,2820.51,176.281875,16,2022-03-15,2024-07-31,869,32,Medium,Frequent
CUST_02251,Budget,2022-08-27,2769.07,230.75583333333336,12,2022-06-09,2024-08-25,808,7,Medium,Regular
CUST_02252,Regular,2022-12-03,2018.9,183.53636363636363,11,2022-07-21,2024-06-27,707,66,Medium,Regular
CUST_02253,Regular,2022-04-10,2946.65,420.95,7,2022-09-04,2024-08-06,702,26,Medium,Infrequent
CUST_02254,Regular,2022-05-02,2691.47,336.43375,8,2022-01-03,2024-05-14,862,110,Medium,Infrequent
CUST_02255,Budget,2022-12-26,2485.06,276.11777777777775,9,2022-03-14,2024-01-15,672,230,Medium,Occasional
CUST_02256,Regular,2022-05-25,2232.39,279.04875,8,2022-03-02,2024-07-04,855,59,Medium,Infrequent
CUST_02257,Budget,2022-02-19,6216.96,518.08,12,2022-03-02,2024-04-17,777,137,Premium,Regular
CUST_02258,Premium,2022-10-15,7558.67,629.8891666666667,12,2022-01-22,2023-11-23,670,283,Premium,Regular
CUST_02259,Budget,2022-11-10,3143.29,314.329,10,2022-04-09,2024-07-25,838,38,Medium,Occasional
CUST_02260,Regular,2022-08-27,10113.48,1011.348,10,2022-01-06,2023-12-07,700,269,Premium,Occasional
CUST_02261,Regular,2022-10-23,6119.6,470.7384615384616,13,2022-03-20,2024-07-31,864,32,Premium,Frequent
CUST_02262,Premium,2022-08-08,1338.23,223.03833333333333,6,2023-03-12,2024-02-25,350,189,Low,Infrequent
CUST_02263,Budget,2022-12-12,4411.76,401.0690909090909,11,2022-09-19,2024-08-20,701,12,High,Regular
CUST_02264,Premium,2022-08-25,10231.44,1136.8266666666668,9,2022-06-26,2024-03-08,621,177,Premium,Occasional
CUST_02265,Budget,2022-09-16,8111.950000000001,901.3277777777779,9,2022-03-26,2024-04-30,766,124,Premium,Occasional
CUST_02266,Regular,2022-10-07,3062.09,278.3718181818182,11,2022-02-17,2024-07-23,887,40,Medium,Regular
CUST_02267,Budget,2022-06-08,6494.61,1298.922,5,2022-05-24,2023-08-06,439,392,Premium,Infrequent
CUST_02268,Budget,2022-02-14,348.46000000000004,174.23000000000002,2,2023-02-02,2024-07-29,543,34,Low,Infrequent
CUST_02269,Budget,2022-03-12,3614.66,602.4433333333333,6,2022-09-02,2024-01-25,510,220,High,Infrequent
CUST_02270,Budget,2022-04-13,2390.6200000000003,239.06200000000004,10,2022-01-07,2024-07-06,911,57,Medium,Occasional
CUST_02271,Regular,2022-11-09,12137.43,638.812105263158,19,2022-09-19,2024-08-04,685,28,Premium,Frequent
CUST_02272,Regular,2022-10-13,2937.0499999999997,293.705,10,2022-02-05,2024-08-23,930,9,Medium,Occasional
CUST_02273,Budget,2022-05-26,2674.93,222.91083333333333,12,2022-05-11,2024-08-16,828,16,Medium,Regular
CUST_02274,Premium,2022-08-09,2340.63,334.3757142857143,7,2022-05-24,2024-02-26,643,188,Medium,Infrequent
CUST_02275,Regular,2022-04-08,6396.8,581.5272727272727,11,2022-02-28,2024-05-22,814,102,Premium,Regular
CUST_02276,Budget,2022-06-22,2979.53,248.29416666666668,12,2022-05-06,2024-08-31,848,1,Medium,Regular
CUST_02277,Regular,2022-12-16,2149.08,195.3709090909091,11,2022-06-01,2024-06-22,752,71,Medium,Regular
CUST_02278,Regular,2022-05-02,2977.16,270.65090909090907,11,2022-03-26,2024-03-30,735,155,Medium,Regular
CUST_02279,Regular,2022-04-18,6603.049999999999,943.2928571428571,7,2022-02-23,2023-11-06,621,300,Premium,Infrequent
CUST_02280,Regular,2022-01-06,9104.79,606.9860000000001,15,2022-01-26,2024-07-22,908,41,Premium,Frequent
CUST_02281,Regular,2022-05-26,6532.1,362.89444444444445,18,2022-01-12,2024-07-17,917,46,Premium,Frequent
CUST_02282,Regular,2022-04-06,4426.9,368.9083333333333,12,2022-01-22,2024-02-01,740,213,High,Regular
CUST_02283,Regular,2022-07-21,705.1700000000001,117.52833333333335,6,2022-01-19,2024-08-07,931,25,Low,Infrequent
CUST_02284,Regular,2022-04-22,2604.0099999999998,325.50124999999997,8,2022-02-07,2024-07-29,903,34,Medium,Infrequent
CUST_02285,Budget,2022-11-19,5521.0,394.35714285714283,14,2022-01-08,2024-06-11,885,82,Premium,Frequent
CUST_02286,Budget,2022-10-26,1147.94,127.5488888888889,9,2022-02-23,2024-04-30,797,124,Low,Occasional
CUST_02287,Budget,2022-12-03,2722.02,302.44666666666666,9,2022-01-19,2024-08-17,941,15,Medium,Occasional
CUST_02288,Budget,2022-08-02,1604.68,178.29777777777778,9,2022-01-26,2024-05-23,848,101,Low,Occasional
CUST_02289,Budget,2022-10-18,1827.82,152.31833333333333,12,2022-01-03,2024-08-02,942,30,Low,Regular
CUST_02290,Budget,2022-05-30,1227.64,136.40444444444447,9,2022-03-15,2024-07-22,860,41,Low,Occasional
CUST_02291,Budget,2022-09-24,1023.78,127.9725,8,2023-04-14,2024-07-10,453,53,Low,Infrequent
CUST_02292,Regular,2022-01-03,3969.15,441.01666666666665,9,2022-03-10,2024-06-22,835,71,High,Occasional
CUST_02293,Budget,2022-03-17,4946.389999999999,449.67181818181814,11,2022-04-12,2024-07-07,817,56,High,Regular
CUST_02294,Regular,2022-08-13,922.05,102.44999999999999,9,2022-02-03,2024-06-20,868,73,Low,Occasional
CUST_02295,Regular,2022-09-08,1992.55,249.06875,8,2022-01-28,2024-03-07,769,178,Low,Infrequent
CUST_02296,Budget,2022-10-06,2388.44,217.13090909090909,11,2022-05-25,2024-06-14,751,79,Medium,Regular
CUST_02297,Premium,2022-05-05,1965.46,393.092,5,2022-05-16,2023-11-14,547,292,Low,Infrequent
CUST_02298,Regular,2022-02-16,4506.67,375.55583333333334,12,2022-01-13,2024-08-14,944,18,High,Regular
CUST_02299,Regular,2022-08-03,3537.4,393.0444444444445,9,2022-08-18,2024-04-27,618,127,High,Occasional
CUST_02300,Regular,2022-08-25,2892.6,413.2285714285714,7,2022-11-01,2024-08-08,646,24,Medium,Infrequent
CUST_02301,Regular,2022-01-25,818.79,116.97,7,2022-02-08,2024-06-04,847,89,Low,Infrequent
CUST_02302,Budget,2022-11-10,6094.03,468.77153846153846,13,2022-04-18,2024-06-11,785,82,Premium,Frequent
CUST_02303,Regular,2022-05-07,1696.06,169.606,10,2022-01-05,2024-07-07,914,56,Low,Occasional
CUST_02304,Premium,2022-11-30,7777.46,648.1216666666667,12,2022-01-16,2024-04-27,832,127,Premium,Regular
CUST_02305,Premium,2022-02-17,13059.720000000001,816.2325000000001,16,2022-02-04,2024-08-29,937,3,Premium,Frequent
CUST_02306,Premium,2022-04-09,6167.67,616.767,10,2022-02-02,2024-08-08,918,24,Premium,Occasional
CUST_02307,Regular,2022-03-26,4658.29,517.5877777777778,9,2022-01-12,2024-05-31,870,93,High,Occasional
CUST_02308,Budget,2022-06-22,1245.32,207.5533333333333,6,2022-01-25,2024-04-16,812,138,Low,Infrequent
CUST_02309,Regular,2022-07-28,2891.05,578.21,5,2022-09-04,2024-06-30,665,63,Medium,Infrequent
CUST_02310,Regular,2022-03-05,2861.48,953.8266666666667,3,2022-05-11,2023-08-08,454,390,Medium,Infrequent
CUST_02311,Regular,2022-05-01,2052.89,186.62636363636364,11,2022-01-16,2024-02-25,770,189,Medium,Regular
CUST_02312,Regular,2022-02-23,4604.28,383.69,12,2022-02-25,2024-05-14,809,110,High,Regular
CUST_02313,Regular,2022-09-29,1561.99,223.14142857142858,7,2022-09-23,2024-07-27,673,36,Low,Infrequent
CUST_02314,Regular,2022-01-18,3163.56,527.26,6,2022-11-04,2024-08-18,653,14,Medium,Infrequent
CUST_02315,Budget,2022-07-06,3678.07,183.9035,20,2022-07-07,2024-07-10,734,53,High,Frequent
CUST_02316,Regular,2022-09-19,3580.96,298.41333333333336,12,2022-02-05,2024-08-12,919,20,High,Regular
CUST_02317,Budget,2022-08-27,2465.95,352.2785714285714,7,2022-04-08,2024-06-04,788,89,Medium,Infrequent
CUST_02318,Premium,2022-03-17,2854.23,475.705,6,2022-11-16,2024-07-25,617,38,Medium,Infrequent
CUST_02319,Regular,2022-09-03,9265.34,926.534,10,2022-07-22,2024-07-08,717,55,Premium,Occasional
CUST_02320,Regular,2022-11-11,8299.08,1037.385,8,2022-03-30,2023-12-24,634,252,Premium,Infrequent
CUST_02321,Regular,2022-03-20,2507.86,501.572,5,2022-06-21,2024-06-28,738,65,Medium,Infrequent
CUST_02322,Regular,2022-09-20,4622.47,462.247,10,2022-02-21,2024-04-08,777,146,High,Occasional
CUST_02323,Premium,2022-03-04,3188.31,398.53875,8,2022-02-23,2024-06-17,845,76,Medium,Infrequent
CUST_02324,Premium,2022-01-12,842.3,105.2875,8,2022-01-05,2024-06-04,881,89,Low,Infrequent
CUST_02325,Regular,2022-02-12,11486.64,1276.2933333333333,9,2022-02-09,2024-08-24,927,8,Premium,Occasional
CUST_02326,Budget,2022-09-10,556.9300000000001,61.88111111111112,9,2022-01-19,2024-09-01,956,0,Low,Occasional
